"raceId","year","round","circuitId","name","date","time","tz","circuitname","location","country","pdt","tz.dat","dt","hr","loc.hr","loc.mins","loc.hrmin","continent"
273,1993,1,30,"South African Grand Prix",1993-03-14,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
274,1993,2,18,"Brazilian Grand Prix",1993-03-28,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
275,1993,3,31,"European Grand Prix",1993-04-11,"\N",,"Donington Park","Castle Donington","UK",,,,,,,,"Europe"
276,1993,4,21,"San Marino Grand Prix",1993-04-25,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
277,1993,5,4,"Spanish Grand Prix",1993-05-09,"\N","Europe/Madrid","Circuit de Barcelona-Catalunya","Montmeló","Spain",,,,,,,,"Europe"
278,1993,6,6,"Monaco Grand Prix",1993-05-23,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
279,1993,7,7,"Canadian Grand Prix",1993-06-13,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
280,1993,8,8,"French Grand Prix",1993-07-04,"\N","Europe/Paris","Circuit de Nevers Magny-Cours","Magny Cours","France",,,,,,,,"Europe"
281,1993,9,9,"British Grand Prix",1993-07-11,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
282,1993,10,10,"German Grand Prix",1993-07-25,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
283,1993,11,11,"Hungarian Grand Prix",1993-08-15,"\N","Europe/Budapest","Hungaroring","Budapest","Hungary",,,,,,,,"Europe"
284,1993,12,13,"Belgian Grand Prix",1993-08-29,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
285,1993,13,14,"Italian Grand Prix",1993-09-12,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
286,1993,14,27,"Portuguese Grand Prix",1993-09-26,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
287,1993,15,22,"Japanese Grand Prix",1993-10-24,"\N","Asia/Tokyo","Suzuka Circuit","Suzuka","Japan",,,,,,,,"Asia"
288,1993,16,29,"Australian Grand Prix",1993-11-07,"\N",,"Adelaide Street Circuit","Adelaide","Australia",,,,,,,,"Oceania"
289,1992,1,30,"South African Grand Prix",1992-03-01,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
290,1992,2,32,"Mexican Grand Prix",1992-03-22,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
291,1992,3,18,"Brazilian Grand Prix",1992-04-05,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
292,1992,4,4,"Spanish Grand Prix",1992-05-03,"\N","Europe/Madrid","Circuit de Barcelona-Catalunya","Montmeló","Spain",,,,,,,,"Europe"
293,1992,5,21,"San Marino Grand Prix",1992-05-17,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
294,1992,6,6,"Monaco Grand Prix",1992-05-31,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
295,1992,7,7,"Canadian Grand Prix",1992-06-14,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
296,1992,8,8,"French Grand Prix",1992-07-05,"\N","Europe/Paris","Circuit de Nevers Magny-Cours","Magny Cours","France",,,,,,,,"Europe"
297,1992,9,9,"British Grand Prix",1992-07-12,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
298,1992,10,10,"German Grand Prix",1992-07-26,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
299,1992,11,11,"Hungarian Grand Prix",1992-08-16,"\N","Europe/Budapest","Hungaroring","Budapest","Hungary",,,,,,,,"Europe"
300,1992,12,13,"Belgian Grand Prix",1992-08-30,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
301,1992,13,14,"Italian Grand Prix",1992-09-13,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
302,1992,14,27,"Portuguese Grand Prix",1992-09-27,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
303,1992,15,22,"Japanese Grand Prix",1992-10-25,"\N","Asia/Tokyo","Suzuka Circuit","Suzuka","Japan",,,,,,,,"Asia"
304,1992,16,29,"Australian Grand Prix",1992-11-08,"\N",,"Adelaide Street Circuit","Adelaide","Australia",,,,,,,,"Oceania"
305,1991,1,33,"United States Grand Prix",1991-03-10,"\N",,"Phoenix street circuit","Phoenix","USA",,,,,,,,"Americas"
306,1991,2,18,"Brazilian Grand Prix",1991-03-24,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
307,1991,3,21,"San Marino Grand Prix",1991-04-28,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
308,1991,4,6,"Monaco Grand Prix",1991-05-12,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
309,1991,5,7,"Canadian Grand Prix",1991-06-02,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
310,1991,6,32,"Mexican Grand Prix",1991-06-16,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
311,1991,7,8,"French Grand Prix",1991-07-07,"\N","Europe/Paris","Circuit de Nevers Magny-Cours","Magny Cours","France",,,,,,,,"Europe"
312,1991,8,9,"British Grand Prix",1991-07-14,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
313,1991,9,10,"German Grand Prix",1991-07-28,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
314,1991,10,11,"Hungarian Grand Prix",1991-08-11,"\N","Europe/Budapest","Hungaroring","Budapest","Hungary",,,,,,,,"Europe"
315,1991,11,13,"Belgian Grand Prix",1991-08-25,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
316,1991,12,14,"Italian Grand Prix",1991-09-08,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
317,1991,13,27,"Portuguese Grand Prix",1991-09-22,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
318,1991,14,4,"Spanish Grand Prix",1991-09-29,"\N","Europe/Madrid","Circuit de Barcelona-Catalunya","Montmeló","Spain",,,,,,,,"Europe"
319,1991,15,22,"Japanese Grand Prix",1991-10-20,"\N","Asia/Tokyo","Suzuka Circuit","Suzuka","Japan",,,,,,,,"Asia"
320,1991,16,29,"Australian Grand Prix",1991-11-03,"\N",,"Adelaide Street Circuit","Adelaide","Australia",,,,,,,,"Oceania"
321,1990,1,33,"United States Grand Prix",1990-03-11,"\N",,"Phoenix street circuit","Phoenix","USA",,,,,,,,"Americas"
322,1990,2,18,"Brazilian Grand Prix",1990-03-25,"\N","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil",,,,,,,,"Americas"
323,1990,3,21,"San Marino Grand Prix",1990-05-13,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
324,1990,4,6,"Monaco Grand Prix",1990-05-27,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
325,1990,5,7,"Canadian Grand Prix",1990-06-10,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
326,1990,6,32,"Mexican Grand Prix",1990-06-24,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
327,1990,7,34,"French Grand Prix",1990-07-08,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
328,1990,8,9,"British Grand Prix",1990-07-15,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
329,1990,9,10,"German Grand Prix",1990-07-29,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
330,1990,10,11,"Hungarian Grand Prix",1990-08-12,"\N","Europe/Budapest","Hungaroring","Budapest","Hungary",,,,,,,,"Europe"
331,1990,11,13,"Belgian Grand Prix",1990-08-26,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
332,1990,12,14,"Italian Grand Prix",1990-09-09,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
333,1990,13,27,"Portuguese Grand Prix",1990-09-23,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
334,1990,14,26,"Spanish Grand Prix",1990-09-30,"\N",,"Circuito de Jerez","Jerez de la Frontera","Spain",,,,,,,,"Europe"
335,1990,15,22,"Japanese Grand Prix",1990-10-21,"\N","Asia/Tokyo","Suzuka Circuit","Suzuka","Japan",,,,,,,,"Asia"
336,1990,16,29,"Australian Grand Prix",1990-11-04,"\N",,"Adelaide Street Circuit","Adelaide","Australia",,,,,,,,"Oceania"
356,1989,1,36,"Brazilian Grand Prix",1989-03-26,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
357,1989,2,21,"San Marino Grand Prix",1989-04-23,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
358,1989,3,6,"Monaco Grand Prix",1989-05-07,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
359,1989,4,32,"Mexican Grand Prix",1989-05-28,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
360,1989,5,33,"United States Grand Prix",1989-06-04,"\N",,"Phoenix street circuit","Phoenix","USA",,,,,,,,"Americas"
361,1989,6,7,"Canadian Grand Prix",1989-06-18,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
362,1989,7,34,"French Grand Prix",1989-07-09,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
363,1989,8,9,"British Grand Prix",1989-07-16,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
364,1989,9,10,"German Grand Prix",1989-07-30,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
365,1989,10,11,"Hungarian Grand Prix",1989-08-13,"\N","Europe/Budapest","Hungaroring","Budapest","Hungary",,,,,,,,"Europe"
366,1989,11,13,"Belgian Grand Prix",1989-08-27,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
367,1989,12,14,"Italian Grand Prix",1989-09-10,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
368,1989,13,27,"Portuguese Grand Prix",1989-09-24,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
369,1989,14,26,"Spanish Grand Prix",1989-10-01,"\N",,"Circuito de Jerez","Jerez de la Frontera","Spain",,,,,,,,"Europe"
370,1989,15,22,"Japanese Grand Prix",1989-10-22,"\N","Asia/Tokyo","Suzuka Circuit","Suzuka","Japan",,,,,,,,"Asia"
371,1989,16,29,"Australian Grand Prix",1989-11-05,"\N",,"Adelaide Street Circuit","Adelaide","Australia",,,,,,,,"Oceania"
372,1988,1,36,"Brazilian Grand Prix",1988-04-03,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
373,1988,2,21,"San Marino Grand Prix",1988-05-01,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
374,1988,3,6,"Monaco Grand Prix",1988-05-15,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
375,1988,4,32,"Mexican Grand Prix",1988-05-29,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
376,1988,5,7,"Canadian Grand Prix",1988-06-12,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
377,1988,6,37,"Detroit Grand Prix",1988-06-19,"\N",,"Detroit Street Circuit","Detroit","USA",,,,,,,,"Americas"
378,1988,7,34,"French Grand Prix",1988-07-03,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
379,1988,8,9,"British Grand Prix",1988-07-10,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
380,1988,9,10,"German Grand Prix",1988-07-24,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
381,1988,10,11,"Hungarian Grand Prix",1988-08-07,"\N","Europe/Budapest","Hungaroring","Budapest","Hungary",,,,,,,,"Europe"
382,1988,11,13,"Belgian Grand Prix",1988-08-28,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
383,1988,12,14,"Italian Grand Prix",1988-09-11,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
384,1988,13,27,"Portuguese Grand Prix",1988-09-25,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
385,1988,14,26,"Spanish Grand Prix",1988-10-02,"\N",,"Circuito de Jerez","Jerez de la Frontera","Spain",,,,,,,,"Europe"
386,1988,15,22,"Japanese Grand Prix",1988-10-30,"\N","Asia/Tokyo","Suzuka Circuit","Suzuka","Japan",,,,,,,,"Asia"
387,1988,16,29,"Australian Grand Prix",1988-11-13,"\N",,"Adelaide Street Circuit","Adelaide","Australia",,,,,,,,"Oceania"
388,1987,1,36,"Brazilian Grand Prix",1987-04-12,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
389,1987,2,21,"San Marino Grand Prix",1987-05-03,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
390,1987,3,13,"Belgian Grand Prix",1987-05-17,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
391,1987,4,6,"Monaco Grand Prix",1987-05-31,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
392,1987,5,37,"Detroit Grand Prix",1987-06-21,"\N",,"Detroit Street Circuit","Detroit","USA",,,,,,,,"Americas"
393,1987,6,34,"French Grand Prix",1987-07-05,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
394,1987,7,9,"British Grand Prix",1987-07-12,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
395,1987,8,10,"German Grand Prix",1987-07-26,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
396,1987,9,11,"Hungarian Grand Prix",1987-08-09,"\N","Europe/Budapest","Hungaroring","Budapest","Hungary",,,,,,,,"Europe"
397,1987,10,23,"Austrian Grand Prix",1987-08-16,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
398,1987,11,14,"Italian Grand Prix",1987-09-06,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
399,1987,12,27,"Portuguese Grand Prix",1987-09-20,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
400,1987,13,26,"Spanish Grand Prix",1987-09-27,"\N",,"Circuito de Jerez","Jerez de la Frontera","Spain",,,,,,,,"Europe"
401,1987,14,32,"Mexican Grand Prix",1987-10-18,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
402,1987,15,22,"Japanese Grand Prix",1987-11-01,"\N","Asia/Tokyo","Suzuka Circuit","Suzuka","Japan",,,,,,,,"Asia"
403,1987,16,29,"Australian Grand Prix",1987-11-15,"\N",,"Adelaide Street Circuit","Adelaide","Australia",,,,,,,,"Oceania"
404,1986,1,36,"Brazilian Grand Prix",1986-03-23,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
405,1986,2,26,"Spanish Grand Prix",1986-04-13,"\N",,"Circuito de Jerez","Jerez de la Frontera","Spain",,,,,,,,"Europe"
406,1986,3,21,"San Marino Grand Prix",1986-04-27,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
407,1986,4,6,"Monaco Grand Prix",1986-05-11,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
408,1986,5,13,"Belgian Grand Prix",1986-05-25,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
409,1986,6,7,"Canadian Grand Prix",1986-06-15,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
410,1986,7,37,"Detroit Grand Prix",1986-06-22,"\N",,"Detroit Street Circuit","Detroit","USA",,,,,,,,"Americas"
411,1986,8,34,"French Grand Prix",1986-07-06,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
412,1986,9,38,"British Grand Prix",1986-07-13,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
413,1986,10,10,"German Grand Prix",1986-07-27,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
414,1986,11,11,"Hungarian Grand Prix",1986-08-10,"\N","Europe/Budapest","Hungaroring","Budapest","Hungary",,,,,,,,"Europe"
415,1986,12,23,"Austrian Grand Prix",1986-08-17,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
416,1986,13,14,"Italian Grand Prix",1986-09-07,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
417,1986,14,27,"Portuguese Grand Prix",1986-09-21,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
418,1986,15,32,"Mexican Grand Prix",1986-10-12,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
419,1986,16,29,"Australian Grand Prix",1986-10-26,"\N",,"Adelaide Street Circuit","Adelaide","Australia",,,,,,,,"Oceania"
420,1985,1,36,"Brazilian Grand Prix",1985-04-07,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
421,1985,2,27,"Portuguese Grand Prix",1985-04-21,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
422,1985,3,21,"San Marino Grand Prix",1985-05-05,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
423,1985,4,6,"Monaco Grand Prix",1985-05-19,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
424,1985,5,7,"Canadian Grand Prix",1985-06-16,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
425,1985,6,37,"Detroit Grand Prix",1985-06-23,"\N",,"Detroit Street Circuit","Detroit","USA",,,,,,,,"Americas"
426,1985,7,34,"French Grand Prix",1985-07-07,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
427,1985,8,9,"British Grand Prix",1985-07-21,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
428,1985,9,20,"German Grand Prix",1985-08-04,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
429,1985,10,23,"Austrian Grand Prix",1985-08-18,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
430,1985,11,39,"Dutch Grand Prix",1985-08-25,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
431,1985,12,14,"Italian Grand Prix",1985-09-08,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
432,1985,13,13,"Belgian Grand Prix",1985-09-15,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
433,1985,14,38,"European Grand Prix",1985-10-06,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
434,1985,15,30,"South African Grand Prix",1985-10-19,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
435,1985,16,29,"Australian Grand Prix",1985-11-03,"\N",,"Adelaide Street Circuit","Adelaide","Australia",,,,,,,,"Oceania"
436,1984,1,36,"Brazilian Grand Prix",1984-03-25,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
437,1984,2,30,"South African Grand Prix",1984-04-07,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
438,1984,3,40,"Belgian Grand Prix",1984-04-29,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
439,1984,4,21,"San Marino Grand Prix",1984-05-06,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
440,1984,5,41,"French Grand Prix",1984-05-20,"\N",,"Dijon-Prenois","Dijon","France",,,,,,,,"Europe"
441,1984,6,6,"Monaco Grand Prix",1984-06-03,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
442,1984,7,7,"Canadian Grand Prix",1984-06-17,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
443,1984,8,37,"Detroit Grand Prix",1984-06-24,"\N",,"Detroit Street Circuit","Detroit","USA",,,,,,,,"Americas"
444,1984,9,42,"Dallas Grand Prix",1984-07-08,"\N",,"Fair Park","Dallas","USA",,,,,,,,"Americas"
445,1984,10,38,"British Grand Prix",1984-07-22,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
446,1984,11,10,"German Grand Prix",1984-08-05,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
447,1984,12,23,"Austrian Grand Prix",1984-08-19,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
448,1984,13,39,"Dutch Grand Prix",1984-08-26,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
449,1984,14,14,"Italian Grand Prix",1984-09-09,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
450,1984,15,20,"European Grand Prix",1984-10-07,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
451,1984,16,27,"Portuguese Grand Prix",1984-10-21,"\N",,"Autódromo do Estoril","Estoril","Portugal",,,,,,,,"Europe"
452,1983,1,36,"Brazilian Grand Prix",1983-03-13,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
453,1983,2,43,"United States Grand Prix West",1983-03-27,"\N",,"Long Beach","California","USA",,,,,,,,"Americas"
454,1983,3,34,"French Grand Prix",1983-04-17,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
455,1983,4,21,"San Marino Grand Prix",1983-05-01,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
456,1983,5,6,"Monaco Grand Prix",1983-05-15,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
457,1983,6,13,"Belgian Grand Prix",1983-05-22,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
458,1983,7,37,"Detroit Grand Prix",1983-06-05,"\N",,"Detroit Street Circuit","Detroit","USA",,,,,,,,"Americas"
459,1983,8,7,"Canadian Grand Prix",1983-06-12,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
460,1983,9,9,"British Grand Prix",1983-07-16,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
461,1983,10,10,"German Grand Prix",1983-08-07,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
462,1983,11,23,"Austrian Grand Prix",1983-08-14,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
463,1983,12,39,"Dutch Grand Prix",1983-08-28,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
464,1983,13,14,"Italian Grand Prix",1983-09-11,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
465,1983,14,38,"European Grand Prix",1983-09-25,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
466,1983,15,30,"South African Grand Prix",1983-10-15,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
467,1982,1,30,"South African Grand Prix",1982-01-23,"\N",,"Kyalami","Midrand","South Africa",,,,,,,,"Africa"
468,1982,2,36,"Brazilian Grand Prix",1982-03-21,"\N",,"Autódromo Internacional Nelson Piquet","Rio de Janeiro","Brazil",,,,,,,,"Americas"
469,1982,3,43,"United States Grand Prix West",1982-04-04,"\N",,"Long Beach","California","USA",,,,,,,,"Americas"
470,1982,4,21,"San Marino Grand Prix",1982-04-25,"\N","Europe/Rome","Autodromo Enzo e Dino Ferrari","Imola","Italy",,,,,,,,"Europe"
471,1982,5,40,"Belgian Grand Prix",1982-05-09,"\N",,"Zolder","Heusden-Zolder","Belgium",,,,,,,,"Europe"
472,1982,6,6,"Monaco Grand Prix",1982-05-23,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
473,1982,7,37,"Detroit Grand Prix",1982-06-06,"\N",,"Detroit Street Circuit","Detroit","USA",,,,,,,,"Americas"
474,1982,8,7,"Canadian Grand Prix",1982-06-13,"\N","America/Montreal","Circuit Gilles Villeneuve","Montreal","Canada",,,,,,,,"Americas"
475,1982,9,39,"Dutch Grand Prix",1982-07-03,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
476,1982,10,38,"British Grand Prix",1982-07-18,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
477,1982,11,34,"French Grand Prix",1982-07-25,"\N","Europe/Paris","Circuit Paul Ricard","Le Castellet","France",,,,,,,,"Europe"
478,1982,12,10,"German Grand Prix",1982-08-08,"\N","Europe/Berlin","Hockenheimring","Hockenheim","Germany",,,,,,,,"Europe"
479,1982,13,23,"Austrian Grand Prix",1982-08-15,"\N",,"A1-Ring","Spielberg","Austria",,,,,,,,"Europe"
480,1982,14,41,"Swiss Grand Prix",1982-08-29,"\N",,"Dijon-Prenois","Dijon","France",,,,,,,,"Europe"
481,1982,15,14,"Italian Grand Prix",1982-09-12,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
482,1982,16,44,"Caesars Palace Grand Prix",1982-09-25,"\N",,"Las Vegas Street Circuit","Nevada","USA",,,,,,,,"Americas"
