"year","title","title.id","genre","rating","votes","dir.sum","year.rk","actress","actress.id","actress.by","actress.age","actor","actor.id","actor.by","actor.age","diff"
1944,"Experiment Perilous","tt0036807","Film-Noir, Romance, Thriller",6.4,1232,"Jacques Tourneur [nm0869664]",13,"Hedy Lamarr","nm0001443",1914,30,"George Brent","nm0107575",1904,40,10
1944,"Buffalo Bill","tt0036677","Biography, Romance, Western",6.4,1216,"William A. Wellman [nm0920074]",14,"Maureen O'Hara","nm0000058",1920,24,"Joel McCrea","nm0566948",1905,39,15
1944,"Mrs. Parkington","tt0037096","Drama, Romance",7.1,1201,"Tay Garnett [nm0307819]",15,"Greer Garson","nm0002093",1904,40,"Walter Pidgeon","nm0682074",1897,47,7
1944,"Days of Glory","tt0036748","Drama, Romance, War",6.2,1061,"Jacques Tourneur [nm0869664]",16,"Tamara Toumanova","nm0869565",1919,25,"Gregory Peck","nm0000060",1916,28,3
1944,"Ali Baba and the Forty Thieves","tt0036591","Adventure, Fantasy, Romance",6.4,983,"Arthur Lubin [nm0523893]",17,"Maria Montez","nm0599688",1912,32,"Jon Hall","nm0355755",1915,29,-3
1944,"The Conspirators","tt0036719","Drama, Romance, Thriller",6.5,895,"Jean Negulesco [nm0624535]",18,"Hedy Lamarr","nm0001443",1914,30,"Paul Henreid","nm0002134",1908,36,6
1944,"Cobra Woman","tt0036716","Adventure, Drama, Romance",5.9,831,"Robert Siodmak [nm0802563]",19,"Maria Montez","nm0599688",1912,32,"Jon Hall","nm0355755",1915,29,-3
1944,"The Story of Dr. Wassell","tt0037316","Action, Adventure, Drama",6.7,776,"Cecil B. DeMille [nm0001124]",20,"Laraine Day","nm0206478",1920,24,"Gary Cooper","nm0000011",1901,43,19
1944,"Two Girls and a Sailor","tt0037408","Comedy, Music, Romance",6.7,668,"Richard Thorpe [nm0861703]",21,"June Allyson","nm0000742",1917,27,"Van Johnson","nm0004496",1916,28,1
1944,"The Heavenly Body","tt0035980","Comedy, Romance",6.2,632,"Alexander Hall [nm0355284] | Vincente Minnelli [nm0591486]",22,"Hedy Lamarr","nm0001443",1914,30,"William Powell","nm0001635",1892,52,22
1944,"Pin Up Girl","tt0037175","Comedy, Musical, Romance",6.1,603,"H. Bruce Humberstone [nm0401680]",23,"Betty Grable","nm0002107",1916,28,"John Harvey","nm3464911",1917,27,-1
1944,"Together Again","tt0037384","Comedy, Romance",6.8,588,"Charles Vidor [nm0896533]",24,"Irene Dunne","nm0002050",1898,46,"Charles Boyer","nm0000964",1899,45,-1
1944,"Frenchman's Creek","tt0036840","Adventure, Drama, Romance",6.2,587,"Mitchell Leisen [nm0500552]",25,"Joan Fontaine","nm0000021",1917,27,"Arturo de Córdova","nm0194742",1907,37,10
1945,"Spellbound","tt0038109","Film-Noir, Mystery, Romance",7.6,39659,"Alfred Hitchcock [nm0000033]",1,"Ingrid Bergman","nm0000006",1915,30,"Gregory Peck","nm0000060",1916,29,-1
1945,"Mildred Pierce","tt0037913","Crime, Drama, Film-Noir",8,20535,"Michael Curtiz [nm0002031]",2,"Joan Crawford","nm0001076",1904,41,"Zachary Scott","nm0779923",1914,31,-10
1945,"The Picture of Dorian Gray","tt0037988","Drama, Fantasy, Horror",7.6,10731,"Albert Lewin [nm0506797]",3,"Donna Reed","nm0001656",1921,24,"Hurd Hatfield","nm0368836",1917,28,4
1945,"Leave Her to Heaven","tt0037865","Drama, Film-Noir, Romance",7.7,9777,"John M. Stahl [nm0821472]",4,"Gene Tierney","nm0000074",1920,25,"Cornel Wilde","nm0664273",1912,33,8
1945,"Anchors Aweigh","tt0037514","Comedy, Fantasy, Music",7.1,7280,"George Sidney [nm0796645]",5,"Kathryn Grayson","nm0337113",1922,23,"Gene Kelly","nm0000037",1912,33,10
1945,"Christmas in Connecticut","tt0037595","Comedy, Romance",7.4,6952,"Peter Godfrey [nm0324013]",6,"Barbara Stanwyck","nm0001766",1907,38,"Dennis Morgan","nm0604605",1908,37,-1
1945,"A Tree Grows in Brooklyn","tt0038190","Drama, Romance",8,6502,"Elia Kazan [nm0001415]",7,"Dorothy McGuire","nm0570192",1916,29,"James Dunn","nm0007223",1901,44,15
1945,"Fallen Angel","tt0037691","Crime, Film-Noir, Mystery",7.1,4237,"Otto Preminger [nm0695937]",8,"Alice Faye","nm0269647",1915,30,"Dana Andrews","nm0000763",1909,36,6
1945,"State Fair","tt0038116","Comedy, Drama, Musical",7,3336,"Walter Lang [nm0485943]",9,"Jeanne Crain","nm0002022",1925,20,"Dana Andrews","nm0000763",1909,36,16
1945,"The Clock","tt0037604","Drama, Romance",7.4,2751,"Vincente Minnelli [nm0591486] | Fred Zinnemann [nm0003593]",10,"Judy Garland","nm0000023",1922,23,"Robert Walker","nm0908153",1918,27,4
1945,"The Enchanted Cottage","tt0037671","Drama, Fantasy, Romance",7.6,2536,"John Cromwell [nm0188669]",11,"Dorothy McGuire","nm0570192",1916,29,"Robert Young","nm0001870",1907,38,9
1945,"Without Love","tt0038256","Comedy, Romance",6.7,1864,"Harold S. Bucquet [nm0118807]",12,"Katharine Hepburn","nm0000031",1907,38,"Spencer Tracy","nm0000075",1900,45,7
1945,"Blood on the Sun","tt0037547","Drama, Romance, Thriller",6.1,1658,"Frank Lloyd [nm0515979]",13,"Sylvia Sidney","nm0796662",1910,35,"James Cagney","nm0000010",1899,46,11
1945,"Along Came Jones","tt0037508","Comedy, Romance, Western",6.5,1637,"Stuart Heisler [nm0374702]",14,"Loretta Young","nm0949835",1913,32,"Gary Cooper","nm0000011",1901,44,12
1945,"The Spanish Main","tt0038108","Adventure, Drama, Romance",6.4,1381,"Frank Borzage [nm0097648]",15,"Maureen O'Hara","nm0000058",1920,25,"Paul Henreid","nm0002134",1908,37,12
1945,"Love Letters","tt0037885","Drama, Mystery, Romance",7.1,1339,"William Dieterle [nm0226189]",16,"Jennifer Jones","nm0428354",1919,26,"Joseph Cotten","nm0001072",1905,40,14
1945,"San Antonio","tt0038048","Adventure, Drama, Romance",6.3,1258,"David Butler [nm0124877] | Robert Florey [nm0282984] | Raoul Walsh [nm0909825]",17,"Alexis Smith","nm0807252",1921,24,"Errol Flynn","nm0001224",1909,36,12
1945,"Flame of Barbary Coast","tt0037702","Musical, Romance, Western",6.3,1158,"Joseph Kane [nm0437356]",18,"Ann Dvorak","nm0245304",1911,34,"John Wayne","nm0000078",1907,38,4
1945,"Pride of the Marines","tt0038000","Biography, Drama, Romance",7.3,1140,"Delmer Daves [nm0202681]",19,"Eleanor Parker","nm0662223",1922,23,"John Garfield","nm0002092",1913,32,9
1945,"Rhapsody in Blue","tt0038026","Biography, Drama, Musical",7.1,1119,"Irving Rapper [nm0710924]",20,"Joan Leslie","nm0504125",1925,20,"Robert Alda","nm0017376",1914,31,11
1945,"Saratoga Trunk","tt0038053","Drama, Romance, Western",6.5,1095,"Sam Wood [nm0939992]",21,"Ingrid Bergman","nm0000006",1915,30,"Gary Cooper","nm0000011",1901,44,14
1945,"Week-End at the Waldorf","tt0038239","Comedy, Drama, Musical",6.7,937,"Robert Z. Leonard [nm0502752]",22,"Ginger Rogers","nm0001677",1911,34,"Walter Pidgeon","nm0682074",1897,48,14
1945,"The Great Flamarion","tt0037749","Drama, Film-Noir, Mystery",6.6,890,"Anthony Mann [nm0542649]",23,"Mary Beth Hughes","nm0400794",1919,26,"Erich von Stroheim","nm0002233",1885,60,34
1945,"Adventure","tt0037494","Drama, Romance, Comedy",6.2,822,"Victor Fleming [nm0281808]",24,"Greer Garson","nm0002093",1904,41,"Clark Gable","nm0000022",1901,44,3
1945,"A Royal Scandal","tt0038040","Comedy, Drama, History",6.8,791,"Otto Preminger [nm0695937] | Ernst Lubitsch [nm0523932]",25,"Tallulah Bankhead","nm0000845",1902,43,"William Eythe","nm0264278",1918,27,-16
1946,"Notorious","tt0038787","Drama, Film-Noir, Romance",8,85788,"Alfred Hitchcock [nm0000033]",1,"Ingrid Bergman","nm0000006",1915,31,"Cary Grant","nm0000026",1904,42,11
1946,"The Best Years of Our Lives","tt0036868","Drama, Romance, War",8,53707,"William Wyler [nm0943758]",2,"Myrna Loy","nm0001485",1905,41,"Fredric March","nm0545298",1897,49,8
1946,"Gilda","tt0038559","Drama, Film-Noir, Romance",7.7,25173,"Charles Vidor [nm0896533]",3,"Rita Hayworth","nm0000028",1918,28,"Glenn Ford","nm0001229",1916,30,2
1946,"The Postman Always Rings Twice","tt0038854","Crime, Drama, Film-Noir",7.5,16984,"Tay Garnett [nm0307819]",4,"Lana Turner","nm0001805",1920,26,"John Garfield","nm0002092",1913,33,7
1946,"Duel in the Sun","tt0038499","Drama, Romance, Western",6.8,7486,"King Vidor [nm0896542] | Otto Brower [nm0112897] | William Dieterle [nm0226189] | Sidney Franklin [nm0291548] | William Cameron Menzies [nm0580017] | David O. Selznick [nm0006388] | Josef von Sternberg [nm0903049]",5,"Jennifer Jones","nm0428354",1919,27,"Joseph Cotten","nm0001072",1905,41,14
1946,"The Strange Love of Martha Ivers","tt0038988","Drama, Film-Noir, Romance",7.5,7308,"Lewis Milestone [nm0587277]",6,"Barbara Stanwyck","nm0001766",1907,39,"Van Heflin","nm0001336",1908,38,-1
1946,"The Razor's Edge","tt0038873","Drama, Romance",7.5,4909,"Edmund Goulding [nm0332539]",7,"Gene Tierney","nm0000074",1920,26,"Tyrone Power","nm0000061",1914,32,6
1946,"The Dark Corner","tt0038453","Crime, Drama, Film-Noir",7.2,3660,"Henry Hathaway [nm0368871]",8,"Lucille Ball","nm0000840",1911,35,"Mark Stevens","nm0828594",1916,30,-5
1946,"Humoresque","tt0038622","Drama, Music, Romance",7.5,3576,"Jean Negulesco [nm0624535]",9,"Joan Crawford","nm0001076",1904,42,"John Garfield","nm0002092",1913,33,-9
1946,"Dragonwyck","tt0038492","Drama, Thriller, Mystery",7,3313,"Joseph L. Mankiewicz [nm0000581]",10,"Gene Tierney","nm0000074",1920,26,"Glenn Langan","nm0485977",1917,29,3
1946,"Deception","tt0038461","Crime, Drama, Film-Noir",7.2,2685,"Irving Rapper [nm0710924]",11,"Bette Davis","nm0000012",1908,38,"Paul Henreid","nm0002134",1908,38,0
1946,"Cluny Brown","tt0038419","Comedy, Romance, War",7.6,2409,"Ernst Lubitsch [nm0523932]",12,"Jennifer Jones","nm0428354",1919,27,"Charles Boyer","nm0000964",1899,47,20
1946,"Somewhere in the Night","tt0038965","Crime, Drama, Film-Noir",7.2,2184,"Joseph L. Mankiewicz [nm0000581]",13,"Nancy Guild","nm0346927",1925,21,"John Hodiak","nm0388303",1914,32,11
1946,"Cloak and Dagger","tt0038417","Adventure, Film-Noir, Romance",6.6,2173,"Fritz Lang [nm0000485]",14,"Lilli Palmer","nm0658339",1914,32,"Gary Cooper","nm0000011",1901,45,13
1946,"The Locket","tt0038700","Crime, Drama, Film-Noir",7.2,2156,"John Brahm [nm0103975]",15,"Laraine Day","nm0206478",1920,26,"Brian Aherne","nm0000731",1902,44,18
1946,"Angel on My Shoulder","tt0038300","Adventure, Comedy, Fantasy",6.9,2153,"Archie Mayo [nm0562845]",16,"Anne Baxter","nm0000879",1923,23,"Paul Muni","nm0612847",1895,51,28
1946,"Tomorrow Is Forever","tt0039041","Drama, Romance, War",7.4,2114,"Irving Pichel [nm0681635]",17,"Claudette Colbert","nm0001055",1903,43,"Orson Welles","nm0000080",1915,31,-12
1946,"Tarzan and the Leopard Woman","tt0039011","Action, Adventure, Romance",6.5,2085,"Kurt Neumann [nm0627087]",18,"Brenda Joyce","nm0431502",1917,29,"Johnny Weissmuller","nm0919321",1904,42,13
1946,"To Each His Own","tt0039040","Drama, Romance",7.7,2074,"Mitchell Leisen [nm0500552]",19,"Olivia de Havilland","nm0000014",1916,30,"John Lund","nm0526184",1911,35,5
1946,"Canyon Passage","tt0038395","Action, Drama, Music",6.9,1754,"Jacques Tourneur [nm0869664]",20,"Susan Hayward","nm0001333",1917,29,"Dana Andrews","nm0000763",1909,37,8
1946,"Deadline at Dawn","tt0038458","Film-Noir, Mystery, Romance",6.8,1478,"Harold Clurman [nm0167353] | William Cameron Menzies [nm0580017]",21,"Susan Hayward","nm0001333",1917,29,"Bill Williams","nm0930103",1915,31,2
1946,"The Strange Woman","tt0038990","Drama, Film-Noir, Romance",6.7,1461,"Edgar G. Ulmer [nm0880618] | Douglas Sirk [nm0802862]",22,"Hedy Lamarr","nm0001443",1914,32,"George Sanders","nm0001695",1906,40,8
1946,"Without Reservations","tt0039110","Comedy, Romance",6.6,1359,"Mervyn LeRoy [nm0503777]",23,"Claudette Colbert","nm0001055",1903,43,"John Wayne","nm0000078",1907,39,-4
1946,"My Reputation","tt0038765","Drama, Romance",7,1159,"Curtis Bernhardt [nm0076779]",24,"Barbara Stanwyck","nm0001766",1907,39,"George Brent","nm0107575",1904,42,3
1946,"Blue Skies","tt0038370","Comedy, Musical, Romance",6.5,1145,"Stuart Heisler [nm0374702] | Mark Sandrich [nm0762263]",25,"Joan Caulfield","nm0146542",1922,24,"Bing Crosby","nm0001078",1903,43,19
1947,"Out of the Past","tt0039689","Crime, Drama, Film-Noir",8,29381,"Jacques Tourneur [nm0869664]",1,"Jane Greer","nm0339452",1924,23,"Robert Mitchum","nm0000053",1917,30,7
1947,"The Ghost and Mrs. Muir","tt0039420","Comedy, Drama, Fantasy",7.9,14344,"Joseph L. Mankiewicz [nm0000581]",2,"Gene Tierney","nm0000074",1920,27,"Rex Harrison","nm0001322",1908,39,12
1947,"Gentleman's Agreement","tt0039416","Drama, Romance",7.3,13518,"Elia Kazan [nm0001415]",3,"Dorothy McGuire","nm0570192",1916,31,"Gregory Peck","nm0000060",1916,31,0
1947,"The Bishop's Wife","tt0039190","Comedy, Drama, Fantasy",7.6,12621,"Henry Koster [nm0467396]",4,"Loretta Young","nm0949835",1913,34,"Cary Grant","nm0000026",1904,43,9
1947,"The Paradine Case","tt0039694","Crime, Drama, Romance",6.5,9277,"Alfred Hitchcock [nm0000033]",5,"Ann Todd","nm0002897",1909,38,"Gregory Peck","nm0000060",1916,31,-7
1947,"The Bachelor and the Bobby-Soxer","tt0039169","Comedy, Romance",7.3,7272,"Irving Reis [nm0718321]",6,"Myrna Loy","nm0001485",1905,42,"Cary Grant","nm0000026",1904,43,1
1947,"The Secret Life of Walter Mitty","tt0039808","Comedy, Fantasy, Romance",7,5232,"Norman Z. McLeod [nm0572851]",7,"Virginia Mayo","nm0562920",1920,27,"Danny Kaye","nm0001414",1911,36,9
1947,"Angel and the Badman","tt0039152","Romance, Western",7,4751,"James Edward Grant [nm0335455]",8,"Gail Russell","nm0751149",1924,23,"John Wayne","nm0000078",1907,40,17
1947,"Secret Beyond the Door...","tt0040766","Drama, Film-Noir, Mystery",6.8,3962,"Fritz Lang [nm0000485]",9,"Joan Bennett","nm0000910",1910,37,"Michael Redgrave","nm0714878",1908,39,2
1947,"Boomerang!","tt0039208","Crime, Drama, Film-Noir",7.2,3703,"Elia Kazan [nm0001415]",10,"Jane Wyatt","nm0943553",1910,37,"Dana Andrews","nm0000763",1909,38,1
1947,"Road to Rio","tt0039776","Adventure, Comedy, Musical",7.1,2912,"Norman Z. McLeod [nm0572851]",11,"Dorothy Lamour","nm0483787",1914,33,"Bob Hope","nm0001362",1903,44,11
1947,"My Favorite Brunette","tt0039645","Comedy, Crime, Mystery",6.9,2704,"Elliott Nugent [nm0637790]",12,"Dorothy Lamour","nm0483787",1914,33,"Bob Hope","nm0001362",1903,44,11
1947,"Pursued","tt0039737","Drama, Mystery, Romance",7.2,2563,"Raoul Walsh [nm0909825]",13,"Teresa Wright","nm0942863",1918,29,"Robert Mitchum","nm0000053",1917,30,1
1947,"Good News","tt0039431","Comedy, Musical, Romance",7.3,2216,"Charles Walters [nm0910199]",14,"June Allyson","nm0000742",1917,30,"Peter Lawford","nm0492444",1923,24,-6
1947,"The Egg and I","tt0039349","Comedy, Romance",7.1,2127,"Chester Erskine [nm0259838]",15,"Claudette Colbert","nm0001055",1903,44,"Fred MacMurray","nm0534045",1908,39,-5
1947,"The Farmer's Daughter","tt0039370","Comedy, Drama, Romance",7.3,2121,"H.C. Potter [nm0693281]",16,"Loretta Young","nm0949835",1913,34,"Joseph Cotten","nm0001072",1905,42,8
1947,"Tarzan and the Huntress","tt0039887","Action, Adventure, Romance",6.5,1908,"Kurt Neumann [nm0627087]",17,"Brenda Joyce","nm0431502",1917,30,"Johnny Weissmuller","nm0919321",1904,43,13
1947,"Daisy Kenyon","tt0039294","Drama, Romance",6.8,1896,"Otto Preminger [nm0695937]",18,"Joan Crawford","nm0001076",1904,43,"Dana Andrews","nm0000763",1909,38,-5
1947,"Unconquered","tt0039931","Adventure, Drama, History",7.1,1875,"Cecil B. DeMille [nm0001124]",19,"Paulette Goddard","nm0002104",1910,37,"Gary Cooper","nm0000011",1901,46,9
1947,"They Won't Believe Me","tt0039896","Drama, Film-Noir, Romance",7.2,1733,"Irving Pichel [nm0681635]",20,"Susan Hayward","nm0001333",1917,30,"Robert Young","nm0001870",1907,40,10
1947,"Sinbad, the Sailor","tt0039826","Adventure, Fantasy, Romance",6.3,1679,"Richard Wallace [nm0908831]",21,"Maureen O'Hara","nm0000058",1920,27,"Douglas Fairbanks Jr.","nm0001195",1909,38,11
1947,"The Woman on the Beach","tt0040000","Drama, Film-Noir, Romance",6.5,1578,"Jean Renoir [nm0719756]",22,"Joan Bennett","nm0000910",1910,37,"Robert Ryan","nm0752813",1909,38,1
1947,"Magic Town","tt0039595","Comedy, Romance",6.5,1327,"William A. Wellman [nm0920074]",23,"Jane Wyman","nm0943837",1917,30,"James Stewart","nm0000071",1908,39,9
1947,"The Long Night","tt0039581","Crime, Drama, Film-Noir",6.7,1279,"Anatole Litvak [nm0514822]",24,"Barbara Bel Geddes","nm0000895",1922,25,"Henry Fonda","nm0000020",1905,42,17
1947,"Tycoon","tt0039927","Adventure, Drama, Romance",6.3,1218,"Richard Wallace [nm0908831]",25,"Laraine Day","nm0206478",1920,27,"John Wayne","nm0000078",1907,40,13
1948,"Red River","tt0040724","Action, Adventure, Romance",7.8,25724,"Howard Hawks [nm0001328] | Arthur Rosson [nm0744504]",1,"Joanne Dru","nm0238445",1922,26,"Montgomery Clift","nm0001050",1920,28,2
1948,"Letter from an Unknown Woman","tt0040536","Drama, Romance",8,10065,"Max Ophüls [nm0649097]",2,"Joan Fontaine","nm0000021",1917,31,"Louis Jourdan","nm0431139",1921,27,-4
1948,"Mr. Blandings Builds His Dream House","tt0040613","Comedy, Romance",7.3,9480,"H.C. Potter [nm0693281]",3,"Myrna Loy","nm0001485",1905,43,"Cary Grant","nm0000026",1904,44,1
1948,"Easter Parade","tt0040308","Musical, Romance",7.4,7805,"Charles Walters [nm0910199]",4,"Judy Garland","nm0000023",1922,26,"Fred Astaire","nm0000001",1899,49,23
1948,"A Foreign Affair","tt0040367","Comedy, Drama, Romance",7.4,6164,"Billy Wilder [nm0000697]",5,"Jean Arthur","nm0000795",1900,48,"John Lund","nm0526184",1911,37,-11
1948,"They Live by Night","tt0040872","Crime, Film-Noir, Romance",7.5,6055,"Nicholas Ray [nm0712947]",6,"Cathy O'Donnell","nm0640732",1923,25,"Farley Granger","nm0335048",1925,23,-2
1948,"Portrait of Jennie","tt0040705","Drama, Romance, Fantasy",7.7,5696,"William Dieterle [nm0226189]",7,"Jennifer Jones","nm0428354",1919,29,"Joseph Cotten","nm0001072",1905,43,14
1948,"The Three Musketeers","tt0040876","Action, Adventure, Drama",7.2,5334,"George Sidney [nm0796645]",8,"June Allyson","nm0000742",1917,31,"Gene Kelly","nm0000037",1912,36,5
1948,"Unfaithfully Yours","tt0040919","Comedy, Music, Romance",7.6,4274,"Preston Sturges [nm0002545]",9,"Linda Darnell","nm0001105",1923,25,"Rex Harrison","nm0001322",1908,40,15
1948,"The Pirate","tt0040694","Adventure, Comedy, Musical",7,4003,"Vincente Minnelli [nm0591486]",10,"Judy Garland","nm0000023",1922,26,"Gene Kelly","nm0000037",1912,36,10
1948,"Adventures of Don Juan","tt0040076","Action, Adventure, Romance",7,2521,"Vincent Sherman [nm0792605]",11,"Viveca Lindfors","nm0511798",1920,28,"Errol Flynn","nm0001224",1909,39,11
1948,"Wake of the Red Witch","tt0040946","Action, Adventure, Romance",6.6,2261,"Edward Ludwig [nm0524995]",12,"Gail Russell","nm0751149",1924,24,"John Wayne","nm0000078",1907,41,17
1948,"Road House","tt0040740","Action, Drama, Film-Noir",7.3,2091,"Jean Negulesco [nm0624535]",13,"Ida Lupino","nm0526946",1918,30,"Cornel Wilde","nm0664273",1912,36,6
1948,"A Song Is Born","tt0040820","Comedy, Music, Musical",7,1903,"Howard Hawks [nm0001328]",14,"Virginia Mayo","nm0562920",1920,28,"Danny Kaye","nm0001414",1911,37,9
1948,"Blood on the Moon","tt0040175","Action, Drama, Romance",6.9,1791,"Robert Wise [nm0936404]",15,"Barbara Bel Geddes","nm0000895",1922,26,"Robert Mitchum","nm0000053",1917,31,5
1948,"Moonrise","tt0040607","Crime, Drama, Film-Noir",7.1,1777,"Frank Borzage [nm0097648]",16,"Gail Russell","nm0751149",1924,24,"Dane Clark","nm0163816",1912,36,12
1948,"Romance on the High Seas","tt0040745","Comedy, Musical, Romance",7,1662,"Michael Curtiz [nm0002031] | Busby Berkeley [nm0000923]",17,"Doris Day","nm0000013",1922,26,"Jack Carson","nm0007217",1910,38,12
1948,"The Emperor Waltz","tt0040317","Comedy, Musical, Romance",6.1,1337,"Billy Wilder [nm0000697]",18,"Joan Fontaine","nm0000021",1917,31,"Bing Crosby","nm0001078",1903,45,14
1948,"The Man from Colorado","tt0041625","Romance, Western",6.7,1313,"Henry Levin [nm0505610]",19,"Ellen Drew","nm0237655",1915,33,"Glenn Ford","nm0001229",1916,32,-1
1948,"Arch of Triumph","tt0040109","Drama, Romance, War",6.4,1244,"Lewis Milestone [nm0587277]",20,"Ingrid Bergman","nm0000006",1915,33,"Charles Boyer","nm0000964",1899,49,16
1948,"The Woman in White","tt0040974","Drama, Mystery, Romance",6.6,1170,"Peter Godfrey [nm0324013]",21,"Alexis Smith","nm0807252",1921,27,"Gig Young","nm0949574",1913,35,8
1948,"One Touch of Venus","tt0040669","Comedy, Fantasy, Musical",6.7,1074,"William A. Seiter [nm0782682] | Gregory La Cava [nm0478441]",22,"Ava Gardner","nm0001257",1922,26,"Robert Walker","nm0908153",1918,30,4
1948,"Mr. Peabody and the Mermaid","tt0040614","Comedy, Fantasy, Romance",6.5,981,"Irving Pichel [nm0681635]",23,"Ann Blyth","nm0001955",1928,20,"William Powell","nm0001635",1892,56,36
1948,"Ruthless","tt0040751","Drama, Film-Noir, Romance",6.9,924,"Edgar G. Ulmer [nm0880618]",24,"Diana Lynn","nm0528658",1926,22,"Zachary Scott","nm0779923",1914,34,12
1948,"Winter Meeting","tt0040971","Drama, Romance",6.8,917,"Bretaigne Windust [nm0934827]",25,"Bette Davis","nm0000012",1908,40,"Jim Davis","nm0204824",1909,39,-1
1949,"Adam's Rib","tt0041090","Comedy, Drama, Romance",7.5,18044,"George Cukor [nm0002030]",1,"Katharine Hepburn","nm0000031",1907,42,"Spencer Tracy","nm0000075",1900,49,7
1949,"On the Town","tt0041716","Comedy, Musical, Romance",7.5,14742,"Stanley Donen [nm0002045] | Gene Kelly [nm0000037]",2,"Betty Garrett","nm0308081",1919,30,"Frank Sinatra","nm0000069",1915,34,4
1949,"The Heiress","tt0041452","Drama, Romance",8.2,12039,"William Wyler [nm0943758]",3,"Olivia de Havilland","nm0000014",1916,33,"Montgomery Clift","nm0001050",1920,29,-4
1949,"Sands of Iwo Jima","tt0041841","Action, Drama, Romance",7.1,8745,"Allan Dwan [nm0245385]",4,"Adele Mara","nm0544711",1923,26,"John Agar","nm0000730",1921,28,2
1949,"The Fountainhead","tt0041386","Drama, Romance",7.1,8613,"King Vidor [nm0896542]",5,"Patricia Neal","nm0623658",1926,23,"Gary Cooper","nm0000011",1901,48,25
1949,"A Letter to Three Wives","tt0041587","Drama, Romance",7.8,7683,"Joseph L. Mankiewicz [nm0000581]",6,"Ann Sothern","nm0815433",1909,40,"Kirk Douglas","nm0000018",1916,33,-7
1949,"I Was a Male War Bride","tt0041498","Comedy, Romance, War",7,6965,"Howard Hawks [nm0001328]",7,"Ann Sheridan","nm0792130",1915,34,"Cary Grant","nm0000026",1904,45,11
1949,"Samson and Delilah","tt0041838","Adventure, Drama, History",6.8,6322,"Cecil B. DeMille [nm0001124]",8,"Hedy Lamarr","nm0001443",1914,35,"Victor Mature","nm0001514",1913,36,1
1949,"Little Women","tt0041594","Drama, Family, Romance",7.3,5722,"Mervyn LeRoy [nm0503777]",9,"Elizabeth Taylor","nm0000072",1932,17,"Peter Lawford","nm0492444",1923,26,9
1949,"Holiday Affair","tt0041473","Comedy, Drama, Romance",7.2,3808,"Don Hartman [nm0366942]",10,"Janet Leigh","nm0001463",1927,22,"Robert Mitchum","nm0000053",1917,32,10
1949,"The Big Steal","tt0041178","Crime, Film-Noir, Romance",7,3750,"Don Siegel [nm0796923]",11,"Jane Greer","nm0339452",1924,25,"Robert Mitchum","nm0000053",1917,32,7
1949,"Whirlpool","tt0042039","Crime, Drama, Film-Noir",6.8,3333,"Otto Preminger [nm0695937]",12,"Gene Tierney","nm0000074",1920,29,"Richard Conte","nm0002017",1910,39,10
1949,"In the Good Old Summertime","tt0041507","Comedy, Musical, Romance",7.2,3061,"Robert Z. Leonard [nm0502752]",13,"Judy Garland","nm0000023",1922,27,"Van Johnson","nm0004496",1916,33,6
1949,"Take Me Out to the Ball Game","tt0041944","Comedy, Musical, Romance",6.8,2910,"Busby Berkeley [nm0000923]",14,"Esther Williams","nm0930565",1921,28,"Frank Sinatra","nm0000069",1915,34,6
1949,"Caught","tt0040221","Drama, Film-Noir, Romance",7,2904,"Max Ophüls [nm0649097]",15,"Barbara Bel Geddes","nm0000895",1922,27,"James Mason","nm0000051",1909,40,13
1949,"The Inspector General","tt0041509","Comedy, Musical, Romance",6.8,2811,"Henry Koster [nm0467396]",16,"Barbara Bates","nm0060845",1925,24,"Danny Kaye","nm0001414",1911,38,14
1949,"The Fighting Kentuckian","tt0041361","Adventure, Romance, War",6.5,2617,"George Waggner [nm0905729]",17,"Vera Ralston","nm0707843",1923,26,"John Wayne","nm0000078",1907,42,16
1949,"The Stratton Story","tt0041928","Biography, Drama, Romance",7.2,2436,"Sam Wood [nm0939992]",18,"June Allyson","nm0000742",1917,32,"James Stewart","nm0000071",1908,41,9
1949,"Tension","tt0041954","Crime, Drama, Film-Noir",7.3,2280,"John Berry [nm0077587]",19,"Audrey Totter","nm0869429",1917,32,"Richard Basehart","nm0000865",1914,35,3
1949,"Madame Bovary","tt0041615","Drama, Romance",7.1,2188,"Vincente Minnelli [nm0591486]",20,"Jennifer Jones","nm0428354",1919,30,"Van Heflin","nm0001336",1908,41,11
1949,"Flamingo Road","tt0041373","Drama, Film-Noir, Romance",7,2118,"Michael Curtiz [nm0002031]",21,"Joan Crawford","nm0001076",1904,45,"Zachary Scott","nm0779923",1914,35,-10
1949,"Beyond the Forest","tt0041172","Drama, Film-Noir, Romance",7.1,1984,"King Vidor [nm0896542]",22,"Bette Davis","nm0000012",1908,41,"Joseph Cotten","nm0001072",1905,44,3
1949,"I Shot Jesse James","tt0041497","Drama, History, Romance",6.8,1764,"Samuel Fuller [nm0002087]",23,"Barbara Britton","nm0110159",1919,30,"Preston Foster","nm0288003",1900,49,19
1949,"East Side, West Side","tt0041327","Drama, Romance",6.9,1625,"Mervyn LeRoy [nm0503777]",24,"Barbara Stanwyck","nm0001766",1907,42,"James Mason","nm0000051",1909,40,-2
