"CSAFP","CBSAFP","GEOID","NAME","NAMELSAD","LSAD","MEMI","MTFCC","ALAND","AWATER","INTPTLAT","INTPTLON","lon","lat"
"522","30660","30660","Lincoln, IL","Lincoln, IL Micro Area","M2","2","G3110","1600757857","2252736","+40.1292768","-089.3653086",-89.3675209057208,40.124536351682
"339","30700","30700","Lincoln, NE","Lincoln, NE Metro Area","M1","1","G3110","3649266235","34392021","+40.8174581","-096.8687434",-96.8708162326644,40.8199191090007
"340","30780","30780","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area","M1","1","G3110","10579350490","294840550","+34.7557726","-092.4005889",-92.397166574053,34.7572200448797
"558","30820","30820","Lock Haven, PA","Lock Haven, PA Micro Area","M2","2","G3110","2299868389","23178644","+41.2626240","-077.6963600",-77.6381058340329,41.2340543656308
,"30860","30860","Logan, UT-ID","Logan, UT-ID Metro Area","M1","1","G3110","4733850046","33251169","+41.8890205","-111.7874375",-111.768977421065,41.8895709110368
,"30900","30900","Logansport, IN","Logansport, IN Micro Area","M2","2","G3110","1067476817","6973614","+40.7537986","-086.3551685",-86.3459465588995,40.7614914969559
,"30940","30940","London, KY","London, KY Micro Area","M2","2","G3110","4473996615","52507414","+36.9859162","-083.9660657",-83.957386651981,36.9856258231509
,"30980","30980","Longview, TX","Longview, TX Metro Area","M1","1","G3110","6942346400","108953249","+32.4316457","-094.6848326",-94.675203945473,32.4310931822639
"440","31020","31020","Longview, WA","Longview, WA Metro Area","M1","1","G3110","2955625058","65415995","+46.1967854","-122.6784596",-122.68097454599,46.1932195453854
"106","31060","31060","Los Alamos, NM","Los Alamos, NM Micro Area","M2","2","G3110","282843396","208105","+35.8700469","-106.3079679",-106.307385105354,35.8693813739626
"348","31080","31080","Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area","M1","1","G3110","12565229275","2195417329","+34.1087033","-118.1827533",-118.180765173926,34.111755680419
"350","31140","31140","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area","M1","1","G3110","8383232249","141343884","+38.3058381","-085.6816455",-85.6822234722767,38.3030760951383
"352","31180","31180","Lubbock, TX","Lubbock, TX Metro Area","M1","1","G3110","6961020747","21259390","+33.4703271","-101.6488249",-101.644675264411,33.4685254256556
,"31220","31220","Ludington, MI","Ludington, MI Micro Area","M2","2","G3110","1281969422","1935610414","+43.9966363","-086.7508138",-86.5450922685496,43.9960676899631
,"31260","31260","Lufkin, TX","Lufkin, TX Micro Area","M2","2","G3110","2066264544","173315133","+31.2518963","-094.6111337",-94.6118485462412,31.254764583289
"246","31300","31300","Lumberton, NC","Lumberton, NC Micro Area","M2","2","G3110","2453435687","5076395","+34.6392096","-079.1008811",-79.1038649276877,34.6402420513591
,"31340","31340","Lynchburg, VA","Lynchburg, VA Metro Area","M1","1","G3110","5491925727","68559450","+37.3649258","-079.2166894",-79.2197429444587,37.3650188976259
,"31380","31380","Macomb, IL","Macomb, IL Micro Area","M2","2","G3110","1526339596","2012552","+40.4558082","-090.6789543",-90.6778776623991,40.4562312431693
"356","31420","31420","Macon-Bibb County, GA","Macon-Bibb County, GA Metro Area","M1","1","G3110","4464115654","36457662","+32.8562163","-083.7143050",-83.7149068657626,32.8576948847389
"260","31460","31460","Madera, CA","Madera, CA Metro Area","M1","1","G3110","5534617472","42245931","+37.2098213","-119.7498023",-119.762644506841,37.2180440575133
,"31500","31500","Madison, IN","Madison, IN Micro Area","M2","2","G3110","934051509","5826447","+38.7836039","-085.4400900",-85.4385728826396,38.7858226615139
"357","31540","31540","Madison, WI","Madison, WI Metro Area","M1","1","G3110","8569686237","200251850","+43.0842941","-089.5971796",-89.5922236080766,43.0801813569059
,"31580","31580","Madisonville, KY","Madisonville, KY Micro Area","M2","2","G3110","1403944044","31984786","+37.3110702","-087.5421956",-87.5408421369562,37.3088201364937
,"31620","31620","Magnolia, AR","Magnolia, AR Micro Area","M2","2","G3110","1983887989","1990757","+33.2230377","-093.2328433",-93.2273088850457,33.214287137412
,"31660","31660","Malone, NY","Malone, NY Micro Area","M2","2","G3110","4219644200","176695862","+44.5943758","-074.3106700",-74.3037621955098,44.5929338435942
"284","31680","31680","Malvern, AR","Malvern, AR Micro Area","M2","2","G3110","1593594553","18034772","+34.3151767","-092.9441474",-92.9460691759108,34.3176480081953
"148","31700","31700","Manchester-Nashua, NH","Manchester-Nashua, NH Metro Area","M1","1","G3110","2270197483","41314379","+42.9115317","-071.7230554",-71.7160824662305,42.9152915058944
,"31740","31740","Manhattan, KS","Manhattan, KS Metro Area","M1","1","G3110","4752896549","137754617","+39.2684241","-096.5622422",-96.5593600553349,39.2714407961166
,"31820","31820","Manitowoc, WI","Manitowoc, WI Micro Area","M2","2","G3110","1526291643","2343348501","+44.1561370","-087.5773525",-87.5123716852511,44.1106889273159
"359","31860","31860","Mankato, MN","Mankato, MN Metro Area","M1","1","G3110","3098645400","93600714","+44.1548096","-094.1478013",-94.1355822892377,44.1544260566093
"360","31900","31900","Mansfield, OH","Mansfield, OH Metro Area","M1","1","G3110","1282554028","12637716","+40.7741590","-082.5427812",-82.5364843947466,40.7746843376785
"425","31930","31930","Marietta, OH","Marietta, OH Micro Area","M2","2","G3110","1636805233","20784946","+39.4506764","-081.4906359",-81.4952544284271,39.45531619331
"361","31940","31940","Marinette, WI-MI","Marinette, WI-MI Micro Area","M2","2","G3110","6328652487","1151675319","+45.4352790","-087.7692157",-87.773640951478,45.4317514334859
,"31980","31980","Marion, IN","Marion, IN Micro Area","M2","2","G3110","1072484468","2101804","+40.5157575","-085.6549455",-85.6547259036368,40.5158445870746
"120","32000","32000","Marion, NC","Marion, NC Micro Area","M2","2","G3110","1139477323","13977081","+35.6822711","-082.0480438",-82.0493124426153,35.6816924709235
"198","32020","32020","Marion, OH","Marion, OH Micro Area","M2","2","G3110","1045858048","908577","+40.5880337","-083.1688034",-83.1609033358312,40.5871850985441
,"32100","32100","Marquette, MI","Marquette, MI Micro Area","M2","2","G3110","4685406068","4185352679","+46.6565964","-087.5840278",-87.5735241034059,46.6628779661105
,"32140","32140","Marshall, MN","Marshall, MN Micro Area","M2","2","G3110","1850315129","18794794","+44.4091953","-095.8472678",-95.8389749014816,44.4134915893337
,"32180","32180","Marshall, MO","Marshall, MO Micro Area","M2","2","G3110","1956717081","29587349","+39.1358403","-093.2041639",-93.2018512461066,39.1368391025693
,"32260","32260","Marshalltown, IA","Marshalltown, IA Micro Area","M2","2","G3110","1482776062","1803080","+42.0416910","-092.9814523",-92.9987713463234,42.0358492263006
"362","32280","32280","Martin, TN","Martin, TN Micro Area","M2","2","G3110","1503107848","3707114","+36.3035963","-088.7211938",-88.7177438487522,36.2983026796022
,"32300","32300","Martinsville, VA","Martinsville, VA Micro Area","M2","2","G3110","1018661229","5403400","+36.6825035","-079.8725642",-79.8736651718705,36.682769502248
,"32340","32340","Maryville, MO","Maryville, MO Micro Area","M2","2","G3110","2271326614","2361588","+40.3611359","-094.8831457",-94.8834337254847,40.3607737936685
,"32380","32380","Mason City, IA","Mason City, IA Micro Area","M2","2","G3110","2508204881","22368794","+43.2137325","-093.2743388",-93.2608304456811,43.2036031100435
"364","32420","32420","Mayagüez, PR","Mayagüez, PR Metro Area","M1","1","G3110","350631147","509082470","+18.1641255","-067.8933331",-67.5011670672946,18.188995723289
"424","32460","32460","Mayfield, KY","Mayfield, KY Micro Area","M2","2","G3110","1429041267","13031630","+36.7233435","-088.6498974",-88.6512057677352,36.7231381943589
"178","32500","32500","Maysville, KY","Maysville, KY Micro Area","M2","2","G3110","621924408","16281528","+38.5941366","-083.8281251",-83.8242451537315,38.595172991162
,"32540","32540","McAlester, OK","McAlester, OK Micro Area","M2","2","G3110","3381281071","187427366","+34.9255401","-095.7481302",-95.7484141355668,34.9238618898848
"365","32580","32580","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area","M1","1","G3110","4068395785","31102629","+26.3963839","-098.1809900",-98.1810871978621,26.3967284863604
,"32620","32620","McComb, MS","McComb, MS Micro Area","M2","2","G3110","1059350505","4341105","+31.1775159","-090.3977254",-90.4041605466516,31.1749078562168
,"32660","32660","McMinnville, TN","McMinnville, TN Micro Area","M2","2","G3110","1120619143","3524884","+35.6782498","-085.7773428",-85.7784980390483,35.6786827093032
,"32700","32700","McPherson, KS","McPherson, KS Micro Area","M2","2","G3110","2326547432","6003328","+38.3958120","-097.6474893",-97.6480798696405,38.3916666452778
"240","32740","32740","Meadville, PA","Meadville, PA Micro Area","M2","2","G3110","2621848897","65300098","+41.6878760","-080.1077950",-80.1062776172908,41.6846965025987
"366","32780","32780","Medford, OR","Medford, OR Metro Area","M1","1","G3110","7208597903","46766412","+42.4116214","-122.6756106",-122.728517876886,42.4321558891304
"368","32820","32820","Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area","M1","1","G3110","11859725547","311754022","+35.0244194","-089.8719712",-89.8696205593474,35.0241905430877
"232","32860","32860","Menomonie, WI","Menomonie, WI Micro Area","M2","2","G3110","2201905281","35570217","+44.9477513","-091.8976451",-91.8964036079652,44.9465839938663
"488","32900","32900","Merced, CA","Merced, CA Metro Area","M1","1","G3110","5014506620","110178168","+37.1948063","-120.7228019",-120.717688000026,37.1918704709657
,"32940","32940","Meridian, MS","Meridian, MS Micro Area","M2","2","G3110","5598088633","36982632","+32.4106743","-088.6619259",-88.6635038640598,32.4130221889603
"190","33020","33020","Mexico, MO","Mexico, MO Micro Area","M2","2","G3110","1792905920","11855681","+39.2144810","-091.8434182",-91.8415858800478,39.2157556331191
"309","33060","33060","Miami, OK","Miami, OK Micro Area","M2","2","G3110","1219409732","35714886","+36.8357635","-094.8026814",-94.8104296209967,36.8355137489696
"370","33100","33100","Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","M1","1","G3110","13123323711","2771846854","+26.1018281","-080.4787552",-80.4652030128299,26.1310606540406
"176","33140","33140","Michigan City-La Porte, IN","Michigan City-La Porte, IN Metro Area","M1","1","G3110","1549512632","38822025","+41.5490129","-086.7447386",-86.7423662187146,41.54902155721
,"33180","33180","Middlesborough, KY","Middlesborough, KY Micro Area","M2","2","G3110","929965649","5321858","+36.7289281","-083.6807180",-83.674095060136,36.730648248508
"474","33220","33220","Midland, MI","Midland, MI Metro Area","M1","1","G3110","1337157039","30534681","+43.6482031","-084.3794144",-84.3881091146811,43.6468567078845
"372","33260","33260","Midland, TX","Midland, TX Metro Area","M1","1","G3110","4701639951","6184783","+32.0923594","-101.9945395",-101.991015802587,32.089753666669
,"33300","33300","Milledgeville, GA","Milledgeville, GA Micro Area","M2","2","G3110","1890085579","42282709","+33.1985269","-083.0911491",-83.0900572999475,33.1982017815824
"376","33340","33340","Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area","M1","1","G3110","3768082371","4835620470","+43.0176601","-087.4815541",-87.7969626801877,43.1803975127536
"508","33380","33380","Minden, LA","Minden, LA Micro Area","M2","2","G3110","1536337099","56090611","+32.7321522","-093.3398245",-93.3349833098479,32.7134544164443
"206","33420","33420","Mineral Wells, TX","Mineral Wells, TX Micro Area","M2","2","G3110","2467090693","85364144","+32.7522042","-098.3179673",-98.3130213799665,32.7531803783074
"378","33460","33460","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","M1","1","G3110","18253278632","1223407456","+45.0966640","-093.2753610",-93.2753007073567,45.1033654335524
,"33500","33500","Minot, ND","Minot, ND Micro Area","M2","2","G3110","12339055865","249233903","+48.3202424","-101.1980099",-101.207723385462,48.3188368904865
,"33540","33540","Missoula, MT","Missoula, MT Metro Area","M1","1","G3110","6715862371","64586516","+47.0272632","-113.8926911",-113.923741221055,47.0365253041308
,"33580","33580","Mitchell, SD","Mitchell, SD Micro Area","M2","2","G3110","2253859316","5396232","+43.6750380","-097.9669366",-97.9669862775967,43.6747810455941
"190","33620","33620","Moberly, MO","Moberly, MO Micro Area","M2","2","G3110","1250217888","13254191","+39.4392486","-092.4929595",-92.4970779755812,39.4401679837485
"380","33660","33660","Mobile, AL","Mobile, AL Metro Area","M1","1","G3110","5981878672","1095579401","+30.9715095","-088.2078700",-88.2016662081675,30.9742352755451
"488","33700","33700","Modesto, CA","Modesto, CA Metro Area","M1","1","G3110","3874667416","46351766","+37.5623162","-121.0028311",-120.997682894738,37.5591374435256
"384","33740","33740","Monroe, LA","Monroe, LA Metro Area","M1","1","G3110","5911054667","157806001","+32.7342550","-092.0995498",-92.1183639545231,32.7328080895568
"220","33780","33780","Monroe, MI","Monroe, MI Metro Area","M1","1","G3110","1422810326","338211262","+41.9160970","-083.4871059",-83.4942863603765,41.9213775211218
"388","33860","33860","Montgomery, AL","Montgomery, AL Metro Area","M1","1","G3110","7029590158","187131450","+32.3656313","-086.4045848",-86.4032399934755,32.3606111292999
,"33940","33940","Montrose, CO","Montrose, CO Micro Area","M2","2","G3110","7206742921","6522803","+38.3425479","-108.1622366",-108.172343955477,38.3542642068853
"404","33980","33980","Morehead City, NC","Morehead City, NC Micro Area","M2","2","G3110","1314684783","2131065796","+34.8583428","-076.5358602",-76.5357430669139,34.8612598084302
"318","34020","34020","Morgan City, LA","Morgan City, LA Micro Area","M2","2","G3110","1438956831","1460334138","+29.6293488","-091.4638037",-91.4729263456794,29.6346233870547
"390","34060","34060","Morgantown, WV","Morgantown, WV Metro Area","M1","1","G3110","2613050897","21661985","+39.5251551","-079.8019121",-79.8044531739237,39.5272835139997
"315","34100","34100","Morristown, TN","Morristown, TN Metro Area","M1","1","G3110","1856628128","196091893","+36.1687842","-083.4225769",-83.4306305040529,36.1739379366481
"446","34140","34140","Moscow, ID","Moscow, ID Micro Area","M2","2","G3110","2786483015","2369979","+46.8189202","-116.7309737",-116.711723178887,46.8161762124038
"393","34180","34180","Moses Lake, WA","Moses Lake, WA Micro Area","M2","2","G3110","6939874184","289941148","+47.2136328","-119.4677880",-119.451761712111,47.2056646773783
,"34220","34220","Moultrie, GA","Moultrie, GA Micro Area","M2","2","G3110","1416818776","24869747","+31.1897075","-083.7697730",-83.7688482856127,31.1883904668327
,"34260","34260","Mountain Home, AR","Mountain Home, AR Micro Area","M2","2","G3110","1435504137","84171720","+36.2802684","-092.3299488",-92.3369721116831,36.2871782317847
"147","34300","34300","Mountain Home, ID","Mountain Home, ID Micro Area","M2","2","G3110","7964417370","68330393","+43.3946984","-115.4712050",-115.469262352652,43.3538854014127
"268","34340","34340","Mount Airy, NC","Mount Airy, NC Micro Area","M2","2","G3110","1382386028","10337426","+36.4154160","-080.6864631",-80.6880779272833,36.4148205561264
"170","34350","34350","Mount Gay-Shamrock, WV","Mount Gay-Shamrock, WV Micro Area","M2","2","G3110","1175258983","4780836","+37.8305905","-081.9408530",-81.9353404844471,37.8315338846728
"394","34380","34380","Mount Pleasant, MI","Mount Pleasant, MI Micro Area","M2","2","G3110","1483282623","12948097","+43.6452331","-084.8394245",-84.8467965535054,43.6406015599075
,"34420","34420","Mount Pleasant, TX","Mount Pleasant, TX Micro Area","M2","2","G3110","1558940788","69842396","+33.1377994","-094.9710024",-94.9698027080731,33.1380953798958
"336","34460","34460","Mount Sterling, KY","Mount Sterling, KY Micro Area","M2","2","G3110","1760497409","23426945","+38.0243490","-083.7410092",-83.7489238733558,38.0520258376576
,"34500","34500","Mount Vernon, IL","Mount Vernon, IL Micro Area","M2","2","G3110","1479412106","32628685","+38.3007796","-088.9242100",-88.924009156508,38.3005234344269
"198","34540","34540","Mount Vernon, OH","Mount Vernon, OH Micro Area","M2","2","G3110","1361052758","10720132","+40.4036198","-082.4223929",-82.4215337501054,40.3987652448973
"500","34580","34580","Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA Metro Area","M1","1","G3110","4481252102","483846689","+48.4932917","-121.8157703",-121.801606828266,48.4820761133553
"294","34620","34620","Muncie, IN","Muncie, IN Metro Area","M1","1","G3110","1015536276","9863733","+40.2275433","-085.3992617",-85.3968993017187,40.2275253190724
,"34660","34660","Murray, KY","Murray, KY Micro Area","M2","2","G3110","997224264","66474672","+36.6209783","-088.2740857",-88.2722011175075,36.6211012796067
"209","34700","34700","Muscatine, IA","Muscatine, IA Micro Area","M2","2","G3110","1132977157","30262371","+41.4837760","-091.1186992",-91.1127562492218,41.4839220534494
"266","34740","34740","Muskegon, MI","Muskegon, MI Metro Area","M1","1","G3110","1305130138","2476314278","+43.2892579","-086.7518920",-86.5352341115114,43.2899298862653
"538","34780","34780","Muskogee, OK","Muskogee, OK Micro Area","M2","2","G3110","2099505908","76119907","+35.6175506","-095.3839106",-95.3794738181777,35.6161390424653
"396","34820","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","M1","1","G3110","5133852832","833334313","+33.9690951","-078.6127235",-78.6347720694251,33.9658256441533
,"34860","34860","Nacogdoches, TX","Nacogdoches, TX Micro Area","M2","2","G3110","2451572329","89731149","+31.6205598","-094.6202497",-94.6158732578311,31.6159802631039
"488","34900","34900","Napa, CA","Napa, CA Metro Area","M1","1","G3110","1937986794","104295181","+38.5070999","-122.3259045",-122.330538464533,38.5064964441368
"163","34940","34940","Naples-Marco Island, FL","Naples-Marco Island, FL Metro Area","M1","1","G3110","5172045734","797817705","+26.1187860","-081.4009553",-81.3809730551799,26.0992389901092
"400","34980","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","M1","1","G3110","14735541373","197139533","+36.1181822","-086.6441196",-86.6451787833397,36.1193459865226
,"35020","35020","Natchez, MS-LA","Natchez, MS-LA Micro Area","M2","2","G3110","3002636540","195603631","+31.4818329","-091.5253306",-91.5268894983516,31.46049000773
,"35060","35060","Natchitoches, LA","Natchitoches, LA Micro Area","M2","2","G3110","3243376637","120998331","+31.7325509","-093.0826114",-93.0962433857111,31.7235401557167
"404","35100","35100","New Bern, NC","New Bern, NC Metro Area","M1","1","G3110","3922397681","761870630","+35.1168292","-077.0813197",-77.0252973325393,35.1029346656979
"192","35140","35140","Newberry, SC","Newberry, SC Micro Area","M2","2","G3110","1631805739","44657734","+34.2898805","-081.5996761",-81.6001198539218,34.2898117968485
"294","35220","35220","New Castle, IN","New Castle, IN Micro Area","M2","2","G3110","1014963816","7646214","+39.9295911","-085.3973629",-85.396435374196,39.9310397360685
"430","35260","35260","New Castle, PA","New Castle, PA Micro Area","M2","2","G3110","925211452","11803921","+40.9927352","-080.3344455",-80.3347070701762,40.9912143553975
"408","35300","35300","New Haven-Milford, CT","New Haven-Milford, CT Metro Area","M1","1","G3110","1565683007","667074958","+41.3497185","-072.9002033",-72.8998576910914,41.348824286814
"406","35380","35380","New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area","M1","1","G3110","8295850369","12098960735","+29.8055320","-089.7013821",-89.7083643846303,29.8094002056637
"184","35420","35420","New Philadelphia-Dover, OH","New Philadelphia-Dover, OH Micro Area","M2","2","G3110","1469641510","10408848","+40.4474903","-081.4711052",-81.4737695520588,40.4409599145053
,"35440","35440","Newport, OR","Newport, OR Micro Area","M2","2","G3110","2540784310","553094279","+44.6410607","-123.9112121",-123.907654696457,44.6458436266394
"315","35460","35460","Newport, TN","Newport, TN Micro Area","M2","2","G3110","1129584564","17932684","+35.9161980","-083.1192242",-83.1211830140435,35.9254374122907
"359","35580","35580","New Ulm, MN","New Ulm, MN Micro Area","M2","2","G3110","1582765932","18533955","+44.2465415","-094.7336472",-94.7275713188173,44.2421397158714
"408","35620","35620","New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area","M1","1","G3110","17314396895","6544075251","+40.7749300","-073.8737580",-73.8798856281853,40.7733095855108
"515","35660","35660","Niles, MI","Niles, MI Metro Area","M1","1","G3110","1470543783","2625449730","+41.7913818","-086.7425435",-86.6854211599464,41.9957776876461
"536","35700","35700","Nogales, AZ","Nogales, AZ Micro Area","M2","2","G3110","3201833002","3088479","+31.5257330","-110.8452278",-110.846516905131,31.5259612569586
,"35740","35740","Norfolk, NE","Norfolk, NE Micro Area","M2","2","G3110","4075292588","19597305","+42.0431301","-097.4879515",-97.4902696812386,42.0435487181558
,"35820","35820","North Platte, NE","North Platte, NE Micro Area","M2","2","G3110","10343810323","32334074","+41.2306471","-100.7833204",-100.775668367406,41.2343469636075
"412","35840","35840","North Port-Sarasota-Bradenton, FL","North Port-Sarasota-Bradenton, FL Metro Area","M1","1","G3110","3365993000","824649346","+27.3642461","-082.3193579",-82.3608705663472,27.3454553550699
"294","35860","35860","North Vernon, IN","North Vernon, IN Micro Area","M2","2","G3110","975382328","4528272","+38.9962289","-085.6281030",-85.6280646000645,38.9969300555227
,"35900","35900","North Wilkesboro, NC","North Wilkesboro, NC Micro Area","M2","2","G3110","1954249757","6862433","+36.2088833","-081.1660949",-81.1633856618483,36.2062757622792
"184","35940","35940","Norwalk, OH","Norwalk, OH Micro Area","M2","2","G3110","1272964850","8616411","+41.1450798","-082.5946410",-82.5984082765078,41.1461539274035
"278","35980","35980","Norwich-New London, CT","Norwich-New London, CT Metro Area","M1","1","G3110","1722711022","276663467","+41.4726517","-072.1086339",-72.1065129033489,41.4667862463581
"500","36020","36020","Oak Harbor, WA","Oak Harbor, WA Micro Area","M2","2","G3110","540043816","799820903","+48.1585538","-122.6706492",-122.575262953937,48.1628970370087
,"36100","36100","Ocala, FL","Ocala, FL Metro Area","M1","1","G3110","4113978836","192297049","+29.2028047","-082.0431004",-82.0566756823342,29.210202290372
"428","36140","36140","Ocean City, NJ","Ocean City, NJ Metro Area","M1","1","G3110","651338862","955248161","+39.0858411","-074.8463541",-74.8499770137374,39.0850981086444
"372","36220","36220","Odessa, TX","Odessa, TX Metro Area","M1","1","G3110","2325322369","10375045","+31.8653008","-102.5425068",-102.542749192819,31.8691725204899
"482","36260","36260","Ogden-Clearfield, UT","Ogden-Clearfield, UT Metro Area","M1","1","G3110","18725867005","3639152872","+41.2760610","-113.1262260",-112.815826834473,41.4326933180037
,"36300","36300","Ogdensburg-Massena, NY","Ogdensburg-Massena, NY Micro Area","M2","2","G3110","6939877189","367298360","+44.4881125","-075.0743110",-75.0689522747147,44.4964021427219
,"36340","36340","Oil City, PA","Oil City, PA Micro Area","M2","2","G3110","1746388602","22149577","+41.4007143","-079.7658126",-79.7579455969241,41.4009690752021
,"36380","36380","Okeechobee, FL","Okeechobee, FL Micro Area","M2","2","G3110","1992107752","317943020","+27.3855924","-080.8873884",-80.888585010984,27.3863036127285
"416","36420","36420","Oklahoma City, OK","Oklahoma City, OK Metro Area","M1","1","G3110","14275227077","181217176","+35.4309676","-097.5069659",-97.5038763567556,35.4298732685961
"160","36460","36460","Olean, NY","Olean, NY Micro Area","M2","2","G3110","3388424412","36817330","+42.2390986","-078.6623320",-78.67885029373,42.2486331384993
"500","36500","36500","Olympia-Lacey-Tumwater, WA","Olympia-Lacey-Tumwater, WA Metro Area","M1","1","G3110","1871240012","133644618","+46.9358216","-122.8301524",-122.832293746369,46.9296269067788
"420","36540","36540","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area","M1","1","G3110","11255956206","158628249","+41.2904587","-095.9999701",-95.9991245050724,41.2900842023681
,"36580","36580","Oneonta, NY","Oneonta, NY Micro Area","M2","2","G3110","2594487145","36314099","+42.6297762","-075.0288410",-75.0326059513149,42.6337635679182
"147","36620","36620","Ontario, OR-ID","Ontario, OR-ID Micro Area","M2","2","G3110","26662898176","117871722","+43.2258691","-117.6199330",-117.588443769449,43.2261615213433
"318","36660","36660","Opelousas, LA","Opelousas, LA Micro Area","M2","2","G3110","2392922808","39029116","+30.5834409","-091.9892745",-92.0058568609312,30.5988510951942
"192","36700","36700","Orangeburg, SC","Orangeburg, SC Micro Area","M2","2","G3110","2865422661","55784298","+33.4361350","-080.8029131",-80.8002997359241,33.4389914790201
"422","36740","36740","Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area","M1","1","G3110","9037795130","1352006478","+28.4343962","-081.3560839",-81.3630529199184,28.4343475211282
"118","36780","36780","Oshkosh-Neenah, WI","Oshkosh-Neenah, WI Metro Area","M1","1","G3110","1125859768","372631720","+44.0857068","-088.6681488",-88.6446587540516,44.0688768937615
"218","36820","36820","Oskaloosa, IA","Oskaloosa, IA Micro Area","M2","2","G3110","1478517367","6575294","+41.3307969","-092.6363663",-92.6409093578326,41.3352034593847
"393","36830","36830","Othello, WA","Othello, WA Micro Area","M2","2","G3110","4985698857","12464425","+47.0112378","-118.5128614",-118.560633062257,46.9833438193133
"176","36837","36837","Ottawa, IL","Ottawa, IL Micro Area","M2","2","G3110","5605655623","76366037","+41.3564879","-089.1733848",-89.1733325444948,41.3570452202853
"312","36840","36840","Ottawa, KS","Ottawa, KS Micro Area","M2","2","G3110","1480882184","13893466","+38.5580187","-095.2789618",-95.2859482396409,38.5645174515365
,"36900","36900","Ottumwa, IA","Ottumwa, IA Micro Area","M2","2","G3110","1118453196","10836289","+41.0312751","-092.4094658",-92.4094498846212,41.0305845372762
"378","36940","36940","Owatonna, MN","Owatonna, MN Micro Area","M2","2","G3110","1112775688","6976791","+44.0152607","-093.2204527",-93.2260411098325,44.0223437459795
,"36980","36980","Owensboro, KY","Owensboro, KY Metro Area","M1","1","G3110","2327340285","85735645","+37.6937232","-087.0770580",-87.0694747571566,37.6996527974208
,"37060","37060","Oxford, MS","Oxford, MS Micro Area","M2","2","G3110","1636080566","123113358","+34.3530780","-089.4853847",-89.4849192699433,34.3567578080069
"348","37100","37100","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA Metro Area","M1","1","G3110","4771987962","947345370","+34.3587415","-119.1331432",-119.126027192612,34.3575285168864
"222","37120","37120","Ozark, AL","Ozark, AL Micro Area","M2","2","G3110","1453244559","4082940","+31.4306536","-085.6094760",-85.6110368182536,31.4318270698726
"424","37140","37140","Paducah, KY-IL","Paducah, KY-IL Micro Area","M2","2","G3110","2709030411","207376339","+37.1341812","-088.6566679",-88.6720272198996,37.1379609459147
"332","37220","37220","Pahrump, NV","Pahrump, NV Micro Area","M2","2","G3110","47090939040","43207981","+37.9658636","-116.4590107",-116.471931335832,38.04238159848
"300","37260","37260","Palatka, FL","Palatka, FL Micro Area","M2","2","G3110","1885167063","256548276","+29.5938964","-081.7320389",-81.7443041287584,29.6086348478634
,"37300","37300","Palestine, TX","Palestine, TX Micro Area","M2","2","G3110","2752201306","39808595","+31.8412614","-095.6617267",-95.6525471811508,31.8133256702119
,"37340","37340","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL Metro Area","M1","1","G3110","2628793422","1403880653","+28.2983112","-080.7003334",-80.7012054832487,28.3003141420077
"108","37420","37420","Pampa, TX","Pampa, TX Micro Area","M2","2","G3110","4791560121","9047636","+35.6173931","-100.8105528",-100.813001019848,35.6198082140655
,"37460","37460","Panama City, FL","Panama City, FL Metro Area","M1","1","G3110","1964743641","711110042","+30.2382176","-085.6316798",-85.6326228075585,30.2376465330345
"308","37500","37500","Paragould, AR","Paragould, AR Micro Area","M2","2","G3110","1496205800","4789610","+36.1206072","-090.5663459",-90.5590717273349,36.1176977230413
,"37540","37540","Paris, TN","Paris, TN Micro Area","M2","2","G3110","1455320363","81582234","+36.3252950","-088.3002878",-88.3012135685838,36.3318375801843
,"37580","37580","Paris, TX","Paris, TX Micro Area","M2","2","G3110","2349626845","67098434","+33.6672628","-095.5703477",-95.5712007054451,33.6672620503456
